pav,flow(veh/hr),speed(mph),density(veh/mile)
0.986574450773,3277.33333333,44.3796322135,134.193585634
1.0,5580.0,49.8728076229,112.02975718
1.0,3780.0,50.7946408544,103.350651214
1.0,3060.0,53.4978753111,189.294117647
1.0,2880.0,54.8328157712,189.294117647
1.0,3240.0,52.3138324947,189.294117647
0.952380952381,3780.0,40.1022631126,180.701478461
0.848484848485,5940.0,42.1678424025,133.000152415
1.0,7020.0,74.538733273,92.5374998691
1.0,6120.0,70.5476658868,90.0305538907
1.0,6840.0,75.5551852078,90.9502644025
1.0,6480.0,74.7616123464,85.404437892
1.0,6480.0,75.3847121401,87.5435600362
1.0,6660.0,77.0136730889,86.7831508917
1.0,6840.0,76.4046806925,89.6192390578
1.0,6840.0,77.0136730889,87.8680401067
1.0,6660.0,76.6564090528,86.7486687083
1.0,6480.0,76.038902107,86.4864259994
1.0,7200.0,77.0136730889,91.9001121826
1.0,7020.0,77.0136730889,92.5445134704
1.0,6840.0,77.0136730889,89.0133092218
1.0,6660.0,76.4010539353,87.257973111
1.0,6660.0,73.7679456094,90.0773965287
1.0,6840.0,76.3007044543,90.5803835101
1.0,6840.0,76.3677292887,89.6513789243
1.0,7200.0,77.0136730889,92.0071789914
1.0,6840.0,76.3237743797,91.1075949721
1.0,6480.0,77.0136730889,84.2317477997
1.0,6840.0,77.0136730889,86.6902835265
1.0,7020.0,77.0136730889,92.5445134704
1.0,6480.0,76.457753233,84.7385653945
1.0,6840.0,76.8280028267,89.9695064177
1.0,7020.0,77.0136730889,89.7769984936
1.0,6660.0,77.0136730889,87.8537968096
1.0,6840.0,76.2893404857,89.825338301
1.0,7020.0,76.6002345412,89.6678638285
1.0,6660.0,77.0136730889,87.8700188571
1.0,6660.0,76.3772837512,87.9236539488
1.0,3060.0,24.5355829465,175.24011159
1.0,900.0,3.09817068546,189.294117647
1.0,1260.0,3.95693285481,189.294117647
1.0,1260.0,4.36635158999,189.294117647
1.0,1260.0,4.73728159214,189.294117647
1.0,1260.0,4.5170002074,189.294117647
1.0,1440.0,4.79375073359,189.294117647
1.0,1440.0,4.88949972884,189.294117647
1.0,1440.0,5.42936836499,189.294117647
1.0,1800.0,6.34846430344,189.294117647
1.0,1980.0,7.14061551084,189.294117647
1.0,1980.0,7.57642841025,189.294117647
1.0,1980.0,7.26984631725,189.294117647
1.0,1440.0,5.40657566872,189.294117647
1.0,1080.0,3.59561442587,189.294117647
1.0,1080.0,4.0015970253,189.294117647
1.0,1620.0,5.7858892831,189.294117647
1.0,2340.0,8.33080769268,189.294117647
1.0,2520.0,10.5848142546,189.294117647
0.933333333333,2700.0,11.3393167975,188.809461522
0.9375,2880.0,7.55966135501,189.402487053
0.941176470588,3060.0,12.3249531524,189.668134051
0.857142857143,2520.0,6.75682654807,189.313967765
1.0,3240.0,5.75785721467,189.294117647
1.0,3420.0,5.97138563886,189.294117647
1.0,3240.0,6.08640726519,189.294117647
1.0,3060.0,5.60715746931,189.294117647
1.0,3240.0,5.74659508498,189.294117647
1.0,3780.0,6.5775258113,189.294117647
1.0,3240.0,5.96870376211,189.294117647
1.0,2880.0,7.37634105325,189.294117647
1.0,2160.0,8.80830493817,189.294117647
1.0,1800.0,6.55376308968,189.294117647
1.0,1980.0,7.51292632969,189.294117647
1.0,2700.0,10.1540285,189.294117647
1.0,2880.0,11.6359948062,189.294117647
0.888888888889,3240.0,14.9784538263,189.623819555
0.947368421053,3420.0,6.71140544498,189.448251749
1.0,3960.0,6.71108749779,189.294117647
1.0,3600.0,6.90672570484,189.294117647
1.0,3600.0,6.82682879025,189.294117647
1.0,3960.0,7.15480928893,189.294117647
1.0,3780.0,7.03740492759,189.294117647
1.0,3780.0,7.60924456344,189.294117647
0.925925925926,4860.0,13.8046125529,189.386713788
0.904761904762,3780.0,25.210153382,189.502334458
0.75,3600.0,8.58735273458,189.514550977
0.954545454545,3960.0,7.88175863048,189.129902959
1.0,4140.0,7.86693208309,189.294117647
1.0,4320.0,7.7650804425,189.294117647
1.0,4140.0,8.00653968448,189.294117647
1.0,4140.0,7.87408218365,189.294117647
1.0,3780.0,7.60304745996,189.294117647
0.909090909091,3960.0,7.57562776134,189.607048778
1.0,3960.0,7.79214190684,189.294117647
0.95652173913,4140.0,7.93325191515,189.176334147
1.0,3960.0,7.44972332081,189.294117647
1.0,4320.0,8.53602890998,189.294117647
0.928571428571,5040.0,12.8853236646,189.383516757
0.896551724138,5220.0,20.6040171066,183.146433277
1.0,3600.0,36.755224278,113.5135433
1.0,3240.0,52.5459830412,62.6130976057
1.0,3240.0,55.3633717558,56.4163364546
1.0,3240.0,56.2355927912,59.1528858939
1.0,3240.0,56.1736756544,57.3172521782
1.0,3240.0,56.8327631024,56.6737581183
1.0,3420.0,54.9091696802,61.9624743356
0.954437266236,3921.33333333,17.697364068,185.860221326
0.969696969697,5940.0,13.0083149143,189.162875193
0.838709677419,5580.0,13.5689770023,189.579029427
0.942857142857,6300.0,13.7309366708,189.298508908
1.0,6660.0,14.2350007531,189.294117647
1.0,6840.0,14.4678185963,189.294117647
1.0,6660.0,14.5500106903,189.294117647
1.0,6660.0,14.6675969952,189.294117647
0.945945945946,6660.0,14.8580959685,189.480060188
0.973684210526,6840.0,14.9963317751,189.22281012
1.0,6840.0,15.1931039766,189.294117647
0.918918918919,6660.0,15.5340375829,189.451663278
0.888888888889,6480.0,16.1825063306,189.05877939
0.894736842105,6840.0,16.654231178,189.729516917
1.0,7560.0,17.0698905584,189.294117647
1.0,7560.0,17.4676018518,189.294117647
1.0,7560.0,17.4239629333,189.294117647
